indice,ambito_isced,cod_plan,cod_mec,curso_aca,municipio,nacionalidad,nuevo_ingreso,provincia,rama,sexo,titulacion,nombre_plan_propio,universidad,cod_universidad,cod_tipo_matricula,tipo_matricula,id
616,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,vUsEo#####
617,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,vUsEo#####
618,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,vUsEo#####
619,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,vUsEo#####
620,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,FNEyy#####
621,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,FNEyy#####
622,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,FNEyy#####
623,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,FNEyy#####
624,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kEXcc#####
625,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kEXcc#####
626,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kEXcc#####
627,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kEXcc#####
628,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QWBkj#####
629,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QWBkj#####
630,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QWBkj#####
631,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QWBkj#####
632,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AtJyU#####
633,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AtJyU#####
634,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AtJyU#####
635,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AtJyU#####
636,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,TyqLg#####
637,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,TyqLg#####
638,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,TyqLg#####
639,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,TyqLg#####
640,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,xmOSk#####
641,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,xmOSk#####
642,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,xmOSk#####
643,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,xmOSk#####
644,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
645,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
646,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
647,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
648,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
649,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
650,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
651,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
652,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
653,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
654,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
655,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
656,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
657,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
658,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
659,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
660,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
661,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
662,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
663,Tecnología,Grado-en-Enfermería,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
664,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
665,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
666,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
667,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
668,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
669,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
670,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
671,Tecnología,Grado-en-Enfermería,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
672,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
673,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
674,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
675,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
676,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
677,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
678,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
679,Tecnología,Grado-en-Enfermería,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
680,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
681,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
682,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
683,Tecnología,Grado-en-Enfermería,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
684,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
685,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
686,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
687,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
688,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
689,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
690,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
691,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
692,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
693,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
694,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
695,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
696,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
697,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
698,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
699,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2021/2022,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
700,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
701,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
