indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
3729,Antenas y Propagación,ANTENASYPROPAGACIÓN8686,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3730,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS7522,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3731,Sistemas Digitales,SISTEMASDIGITALES7325,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3732,Sistemas de Información,SISTEMASDEINFORMACIÓN1271,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3733,Redes de Sensores,REDESDESENSORES6577,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3734,Sistemas de Telecomunicaciones,SISTEMASDETELECOMUNICACIONES1006,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3735,Sistemas de Información,SISTEMASDEINFORMACIÓN5628,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3736,Procesamiento de Señales,PROCESAMIENTODESEÑALES5158,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3737,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES5264,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3738,Electromagnetismo,ELECTROMAGNETISMO1446,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3739,Redes de Computadores,REDESDECOMPUTADORES8100,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3740,Seguridad en Redes,SEGURIDADENREDES3092,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3741,Ingeniería de Radiofrecuencia,INGENIERÍADERADIOFRECUENCIA9377,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3742,Sistemas Digitales,SISTEMASDIGITALES3872,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3743,Microondas,MICROONDAS1203,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3744,Electromagnetismo,ELECTROMAGNETISMO9019,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3745,Sistemas de Telecomunicaciones,SISTEMASDETELECOMUNICACIONES2519,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3746,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS3356,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3747,Microondas,MICROONDAS1348,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3748,Redes de Sensores,REDESDESENSORES4007,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3749,Antenas y Propagación,ANTENASYPROPAGACIÓN6609,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3750,Procesamiento de Señales,PROCESAMIENTODESEÑALES4734,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3751,Comunicaciones Inalámbricas,COMUNICACIONESINALÁMBRICAS8602,Grado-en-Ingeniería-de-Telecomunicaciones,2021/2022,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3752,Ingeniería de Control,INGENIERÍADECONTROL1068,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3753,Sistema Electrónicos Digitales,SISTEMAELECTRÓNICOSDIGITALES2297,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3754,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS4149,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3755,Seguridad en Sistemas y Tecnologías Web,SEGURIDADENSISTEMASYTECNOLOGÍASWEB7331,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3756,Administración de Infraestructuras TIC y Sistemas,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS4782,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3757,Electrónica Digital,ELECTRÓNICADIGITAL5868,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3758,Sistemas y Tecnologías Web Cliente,SISTEMASYTECNOLOGÍASWEBCLIENTE4281,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3759,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES8891,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3760,Inteligencia Artificial,INTELIGENCIAARTIFICIAL7950,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3761,Informática Industrial,INFORMÁTICAINDUSTRIAL1035,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3762,Fisiología y Fisiopatología,FISIOLOGÍAYFISIOPATOLOGÍA8833,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3763,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA3749,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3764,Métodos Estadísticos,MÉTODOSESTADÍSTICOS8655,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3765,Sistemas Robotizados,SISTEMASROBOTIZADOS8775,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3766,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO5097,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3767,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES8649,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3768,Trabajo de Fin de Máster,TRABAJODEFINDEMÁSTER3037,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3769,Proyectos de Instalaciones,PROYECTOSDEINSTALACIONES3038,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3770,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA3256,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3771,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA8397,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3772,Informática Industrial,INFORMÁTICAINDUSTRIAL5501,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3773,Inglés Técnico,INGLÉSTÉCNICO9943,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3774,Informática,INFORMÁTICA2942,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3775,Física Aplicada,FÍSICAAPLICADA3956,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3776,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN6621,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3777,Sistemas y Tecnologías Web Cliente,SISTEMASYTECNOLOGÍASWEBCLIENTE3970,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3778,Elasticidad y Resistencia de Materiales,ELASTICIDADYRESISTENCIADEMATERIALES5507,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3779,Laboratorio de Desarrollo y Herramientas,LABORATORIODEDESARROLLOYHERRAMIENTAS3441,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3780,Gestión de Riesgos en Ingeniería del Software,GESTIÓNDERIESGOSENINGENIERÍADELSOFTWARE7731,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3781,Ingeniería de Materiales,INGENIERÍADEMATERIALES5036,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3782,Ciencias Psicosociales Aplicadas,CIENCIASPSICOSOCIALESAPLICADAS8691,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3783,Computación en la Nube,COMPUTACIÓNENLANUBE9947,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3784,Cálculo,CÁLCULO8760,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3785,Prácticas Clinicas III,PRÁCTICASCLINICASIII9574,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3786,Expresión Gráfica,EXPRESIÓNGRÁFICA8093,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3787,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA7639,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3788,Elasticidad y Resistencia de Materiales,ELASTICIDADYRESISTENCIADEMATERIALES8598,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3789,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA9391,Máster-Universitario-en-Ingeniería-Informática,2021/2022,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3790,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES2751,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3791,Modelado de Sistemas Software,MODELADODESISTEMASSOFTWARE8020,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3792,Organizaciones Empresariales,ORGANIZACIONESEMPRESARIALES9397,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3793,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS1287,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3794,Ingeniería de Control,INGENIERÍADECONTROL1717,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3795,Inteligencia Emocional,INTELIGENCIAEMOCIONAL5366,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3796,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA7442,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3797,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE9479,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3798,Enfermería Comunitaria,ENFERMERÍACOMUNITARIA8452,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3799,Electrónica Analógica,ELECTRÓNICAANALÓGICA8337,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3800,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL9248,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3801,Fundamentos Químicos en la Ingeniería,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA2800,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3802,Fundamentos de Ingeniería Electrónica,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA1846,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3803,Algoritmos y Estructuras de Datos Avanzados,ALGORITMOSYESTRUCTURASDEDATOSAVANZADOS1111,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3804,Cálculo,CÁLCULO4377,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3805,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA9785,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3806,Ingeniería Térmica,INGENIERÍATÉRMICA5130,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3807,Estadística,ESTADÍSTICA5935,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3808,Antropología y Bases Teóricas de la Enfermería,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA1054,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3809,Informática,INFORMÁTICA2984,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3810,Expresión Gráfica,EXPRESIÓNGRÁFICA7644,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3811,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD7064,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3812,Investigación y Enfermería,INVESTIGACIÓNYENFERMERÍA5203,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3813,Bases de Datos,BASESDEDATOS6376,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3814,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN7180,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3815,Estructuras de Computadores,ESTRUCTURASDECOMPUTADORES9336,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3816,Computación en la Nube,COMPUTACIÓNENLANUBE4307,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3817,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA3311,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3818,Organización y Gestión Empresarial,ORGANIZACIÓNYGESTIÓNEMPRESARIAL9465,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3819,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA9177,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3820,Expresión Gráfica,EXPRESIÓNGRÁFICA4001,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3821,Informática,INFORMÁTICA8503,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3822,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO7563,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3823,Sistemas y Técnologías Web Arquitectura,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA4310,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3824,Administración y Diseño de Bases de Datos,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS6706,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3825,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL2039,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3826,Elasticidad y Resistencia de Materiales,ELASTICIDADYRESISTENCIADEMATERIALES1612,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3827,Prácticas Clinicas IV,PRÁCTICASCLINICASIV3930,Grado-en-Ingeniería-Electrónica,2021/2022,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3828,Cálculo Diferencial,CÁLCULODIFERENCIAL5005,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3829,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA9304,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3830,Métodos Computacionales,MÉTODOSCOMPUTACIONALES1511,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3831,Matemáticas Financieras,MATEMÁTICASFINANCIERAS3607,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3832,Matemáticas Discretas,MATEMÁTICASDISCRETAS3548,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3833,Optimización,OPTIMIZACIÓN6846,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3834,Análisis Funcional,ANÁLISISFUNCIONAL9389,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3835,Ecuaciones Diferenciales,ECUACIONESDIFERENCIALES3219,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3836,Teoría de Números,TEORÍADENÚMEROS7497,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3837,Modelos Matemáticos,MODELOSMATEMÁTICOS4315,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3838,Teoría de Juegos,TEORÍADEJUEGOS4616,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3839,Optimización,OPTIMIZACIÓN2248,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3840,Análisis Numérico,ANÁLISISNUMÉRICO3838,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3841,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA1711,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3842,Investigación Operativa,INVESTIGACIÓNOPERATIVA9774,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3843,Métodos Computacionales,MÉTODOSCOMPUTACIONALES4305,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3844,Matemáticas Financieras,MATEMÁTICASFINANCIERAS3884,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3845,Modelos Matemáticos,MODELOSMATEMÁTICOS9414,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3846,Ecuaciones Diferenciales,ECUACIONESDIFERENCIALES9856,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3847,Teoría de Números,TEORÍADENÚMEROS3344,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3848,Matemáticas Financieras,MATEMÁTICASFINANCIERAS2737,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3849,Teoría de Números,TEORÍADENÚMEROS3602,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3850,Teoría de Juegos,TEORÍADEJUEGOS8105,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3851,Modelos Matemáticos,MODELOSMATEMÁTICOS3068,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3852,Cálculo Diferencial,CÁLCULODIFERENCIAL7172,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3853,Ecuaciones Diferenciales,ECUACIONESDIFERENCIALES8867,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3854,Análisis Funcional,ANÁLISISFUNCIONAL4974,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3855,Matemáticas Discretas,MATEMÁTICASDISCRETAS1845,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3856,Métodos Computacionales,MÉTODOSCOMPUTACIONALES5584,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3857,Álgebra Lineal,ÁLGEBRALINEAL5532,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3858,Cálculo Diferencial,CÁLCULODIFERENCIAL7122,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3859,Ecuaciones Diferenciales,ECUACIONESDIFERENCIALES4242,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3860,Optimización,OPTIMIZACIÓN8201,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
3861,Análisis Numérico,ANÁLISISNUMÉRICO6291,Grado-en-Matemáticas-Aplicadas,2021/2022,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
