indice,asignatura,calif_numerica,calif,cod_asig,cod_plan,conv,curso_aca,id,plan,universidad,cod_universidad
4205,Seguridad en Sistemas y Tecnologías Web,5.42,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB2015,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4206,Organización y Gestión de Proyectos,9.14,Aprobado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9967,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4207,Automatización Industrial Avanzada,6.53,Aprobado,AUTOMATIZACIÓNINDUSTRIALAVANZADA9154,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4208,Ánalisis de Datos Masivos,8.3,Aprobado,ÁNALISISDEDATOSMASIVOS6161,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4209,Gestión de la Calidad,5.94,Aprobado,GESTIÓNDELACALIDAD7550,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4210,Algoritmos y Estructuras de Datos Avanzados,9.53,Aprobado,ALGORITMOSYESTRUCTURASDEDATOSAVANZADOS6118,Grado-en-Enfermería,Junio,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4211,Ciencias Psicosociales Aplicadas,5.66,Aprobado,CIENCIASPSICOSOCIALESAPLICADAS5911,Grado-en-Enfermería,Septiembre,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4212,Bases de Datos,9.23,Aprobado,BASESDEDATOS4194,Grado-en-Enfermería,Julio,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4213,Electrónica Analógica,7.47,Aprobado,ELECTRÓNICAANALÓGICA7950,Grado-en-Enfermería,Junio,2020/2021,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4214,Inglés Aplicado para la Comunicación en Salud,6.24,Aprobado,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD6810,Grado-en-Enfermería,Septiembre,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4215,Sistemas Electrónicos Digitales,7.15,Aprobado,SISTEMASELECTRÓNICOSDIGITALES6538,Grado-en-Enfermería,Julio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4216,Inglés Técnico,7.51,Aprobado,INGLÉSTÉCNICO6527,Grado-en-Enfermería,Julio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4217,Automatización y Control Industrial,6.24,Aprobado,AUTOMATIZACIÓNYCONTROLINDUSTRIAL2302,Grado-en-Enfermería,Septiembre,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4218,Seguridad en Sistemas y Tecnologías Web,7.62,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB9171,Grado-en-Enfermería,Julio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4219,Organizaciones Empresariales,9.61,Aprobado,ORGANIZACIONESEMPRESARIALES3023,Grado-en-Enfermería,Julio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4220,Organización y Gestión de Proyectos,7.68,Aprobado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS4514,Grado-en-Enfermería,Julio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4221,Informática Industrial,8.96,Aprobado,INFORMÁTICAINDUSTRIAL6652,Grado-en-Enfermería,Junio,2021/2022,AkAzT#####,Plan 2018,Universidad de la Laguna,ULL015
4222,Cálculo,7.29,Aprobado,CÁLCULO4816,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4223,Diseño Arquitectónico y Patrones,7.66,Aprobado,DISEÑOARQUITECTÓNICOYPATRONES1634,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4224,Prácticas Clinicas IV,9.79,Aprobado,PRÁCTICASCLINICASIV5648,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4225,Fisíca 2,9.84,Aprobado,FISÍCA29837,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4226,Enfermería Clinica Avanzada I,7.74,Aprobado,ENFERMERÍACLINICAAVANZADAI4432,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4227,Farmacología y Diétitica,9.46,Aprobado,FARMACOLOGÍAYDIÉTITICA7537,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4228,Electrónica Analógica,8.62,Aprobado,ELECTRÓNICAANALÓGICA2159,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4229,Oficina Técnica/Proyectos,9.97,Aprobado,OFICINATÉCNICA/PROYECTOS5313,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4230,Fundamentos Físicos para la Ingeniería,9.26,Aprobado,FUNDAMENTOSFÍSICOSPARALAINGENIERÍA1769,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4231,Proyectos de Instalaciones,7.37,Aprobado,PROYECTOSDEINSTALACIONES8282,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4232,Dirección y Gestión de Proyectos,9.89,Aprobado,DIRECCIÓNYGESTIÓNDEPROYECTOS1308,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4233,Ánalisis de Datos Masivos,7.21,Aprobado,ÁNALISISDEDATOSMASIVOS8845,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4234,Ingeniería Logística,8.76,Aprobado,INGENIERÍALOGÍSTICA2813,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4235,Habilidades Interpersonales y Comunicación,8.65,Aprobado,HABILIDADESINTERPERSONALESYCOMUNICACIÓN8082,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4236,Sistemas de Interacción Persona-Computador,5.22,Aprobado,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR5909,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4237,Oficina Técnica/Proyectos,6.42,Aprobado,OFICINATÉCNICA/PROYECTOS2585,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4238,Optimización,9.36,Aprobado,OPTIMIZACIÓN3532,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4239,Sistemas y Tecnologías Web Cliente,7.71,Aprobado,SISTEMASYTECNOLOGÍASWEBCLIENTE1336,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4240,Procesos Psicosociales,6.3,Aprobado,PROCESOSPSICOSOCIALES2816,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4241,Lenguajes y Paradigmas de Programación,7.31,Aprobado,LENGUAJESYPARADIGMASDEPROGRAMACIÓN3467,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4242,Laboratorio de Desarrollo y Herramientas,7.16,Aprobado,LABORATORIODEDESARROLLOYHERRAMIENTAS7463,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4243,Informática Básica,6.91,Aprobado,INFORMÁTICABÁSICA9711,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4244,Educación para la Salud,7.15,Aprobado,EDUCACIÓNPARALASALUD7277,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4245,Elasticidad y Resistencia de Materiales,6.93,Aprobado,ELASTICIDADYRESISTENCIADEMATERIALES6052,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4246,Farmacología y Diétitica,8.03,Aprobado,FARMACOLOGÍAYDIÉTITICA5975,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4247,Fundamentos Físicos para la Ingeniería,5.04,Aprobado,FUNDAMENTOSFÍSICOSPARALAINGENIERÍA9138,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4248,Informática,8.07,Aprobado,INFORMÁTICA3609,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4249,Enfermería Clinica Avanzada,9.09,Aprobado,ENFERMERÍACLINICAAVANZADA5309,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4250,Robótica Computacional,6.15,Aprobado,ROBÓTICACOMPUTACIONAL5813,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4251,Electrónica Analógica,9.5,Aprobado,ELECTRÓNICAANALÓGICA3358,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4252,Organizaciones Empresariales,5.86,Aprobado,ORGANIZACIONESEMPRESARIALES4218,Grado-en-Ingeniería-Electrónica,Septiembre,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4253,Sistemas y Técnologías Web Arquitectura,7.74,Aprobado,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA1601,Grado-en-Ingeniería-Electrónica,Julio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4254,Inglés Técnico,6.67,Aprobado,INGLÉSTÉCNICO8903,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4255,Enfermería Comunitaria,7.52,Aprobado,ENFERMERÍACOMUNITARIA7631,Grado-en-Ingeniería-Electrónica,Julio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4256,Álgebra,9.33,Aprobado,ÁLGEBRA4232,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4257,Enfermería Clinica Avanzada,5.25,Aprobado,ENFERMERÍACLINICAAVANZADA6261,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4258,Trabajo de Fin de Máster,9.48,Aprobado,TRABAJODEFINDEMÁSTER3520,Grado-en-Ingeniería-Electrónica,Julio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4259,Administración y Diseño de Bases de Datos,9.86,Aprobado,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS5768,Grado-en-Ingeniería-Electrónica,Julio,2021/2022,Klacn#####,Plan 2018,Universidad de la Laguna,ULL015
4260,Inteligencia Artificial,6.75,Aprobado,INTELIGENCIAARTIFICIAL7844,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4261,Sistemas de Interacción Persona-Computador,9.21,Aprobado,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR7218,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4262,Expresión Gráfica para la Ingeniería,6.15,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA9505,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4263,Trabajo Fin de Grado,9.9,Aprobado,TRABAJOFINDEGRADO1645,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4264,Informática Básica,6.97,Aprobado,INFORMÁTICABÁSICA4629,Grado-en-Ingeniería-Informática,Julio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4265,Proyectos de Instalaciones,8.85,Aprobado,PROYECTOSDEINSTALACIONES3100,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4266,Seguridad en Sistemas y Tecnologías Web,9.54,Aprobado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB1124,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4267,Electrónica Digital,5.37,Aprobado,ELECTRÓNICADIGITAL6153,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4268,Prácticas Clinicas III,5.44,Aprobado,PRÁCTICASCLINICASIII8851,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4269,Organización y Gestión Empresarial,6.61,Aprobado,ORGANIZACIÓNYGESTIÓNEMPRESARIAL9467,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4270,Código Deontológico y Aspectos Legales,5.18,Aprobado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES9330,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4271,Modelado y Simulación de Sistemas,6.39,Aprobado,MODELADOYSIMULACIÓNDESISTEMAS2014,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4272,Análisis de Sistemas Software,7.57,Aprobado,ANÁLISISDESISTEMASSOFTWARE1663,Grado-en-Ingeniería-Informática,Junio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4273,Principios de Computadores,7.49,Aprobado,PRINCIPIOSDECOMPUTADORES9193,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4274,Ampliación de Ingeniería Eléctrica,6.16,Aprobado,AMPLIACIÓNDEINGENIERÍAELÉCTRICA4884,Grado-en-Ingeniería-Informática,Junio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4275,Trabajo Fin de Grado,9.94,Aprobado,TRABAJOFINDEGRADO4197,Grado-en-Ingeniería-Informática,Julio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4276,Ingeniería Térmica,6.18,Aprobado,INGENIERÍATÉRMICA5142,Grado-en-Ingeniería-Informática,Junio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4277,Ingeniería de Materiales,7.89,Aprobado,INGENIERÍADEMATERIALES7664,Grado-en-Ingeniería-Informática,Julio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4278,Organizaciones Empresariales,9.08,Aprobado,ORGANIZACIONESEMPRESARIALES4138,Grado-en-Ingeniería-Informática,Julio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4279,Oficina Técnica/Proyectos,7.4,Aprobado,OFICINATÉCNICA/PROYECTOS7270,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4280,Enfermería Comunitaria,9.45,Aprobado,ENFERMERÍACOMUNITARIA4994,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4281,Fundamentos de Ingeniería Electrónica,8.04,Aprobado,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA5988,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4282,Dirección y Gestión de Proyectos,5.19,Aprobado,DIRECCIÓNYGESTIÓNDEPROYECTOS4416,Grado-en-Ingeniería-Informática,Julio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4283,Estructuras de Computadores,8.96,Aprobado,ESTRUCTURASDECOMPUTADORES6601,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4284,Algoritmos y Estructuras de Datos Avanzados,7.55,Aprobado,ALGORITMOSYESTRUCTURASDEDATOSAVANZADOS8319,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4285,Sistemas Robotizados,9.8,Aprobado,SISTEMASROBOTIZADOS1647,Grado-en-Ingeniería-Informática,Julio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4286,Álgebra,7.55,Aprobado,ÁLGEBRA5424,Grado-en-Ingeniería-Informática,Julio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4287,Fisiología y Fisiopatología,5.5,Aprobado,FISIOLOGÍAYFISIOPATOLOGÍA5453,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4288,Sistemas de Comunicación,5.25,Aprobado,SISTEMASDECOMUNICACIÓN9916,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4289,Bioquímica y Nutrición,9.52,Aprobado,BIOQUÍMICAYNUTRICIÓN1563,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4290,Fisíca 2,8.66,Aprobado,FISÍCA22304,Grado-en-Ingeniería-Informática,Septiembre,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4291,Organizaciones Empresariales,8.79,Aprobado,ORGANIZACIONESEMPRESARIALES4537,Grado-en-Ingeniería-Informática,Julio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4292,Fundamentos Químicos en la Ingeniería,8.79,Aprobado,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA2566,Grado-en-Ingeniería-Informática,Junio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4293,Ingeniería Térmica,6.81,Aprobado,INGENIERÍATÉRMICA9683,Grado-en-Ingeniería-Informática,Junio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4294,Tecnología de Procesos de Fabricación,9.94,Aprobado,TECNOLOGÍADEPROCESOSDEFABRICACIÓN2429,Grado-en-Ingeniería-Informática,Junio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4295,Organización y Gestión Empresarial,5.4,Aprobado,ORGANIZACIÓNYGESTIÓNEMPRESARIAL6031,Grado-en-Ingeniería-Informática,Julio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4296,Visión por Computador,9.8,Aprobado,VISIÓNPORCOMPUTADOR1941,Grado-en-Ingeniería-Informática,Junio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4297,Métodos Estadísticos,8.38,Aprobado,MÉTODOSESTADÍSTICOS1773,Grado-en-Ingeniería-Informática,Junio,2021/2022,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
4298,Enfermería de la Infancia y Adolescencia,9.79,Aprobado,ENFERMERÍADELAINFANCIAYADOLESCENCIA5408,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4299,Inglés para la Salud,8.49,Aprobado,INGLÉSPARALASALUD7954,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4300,Expresión Gráfica para la Ingeniería,7.16,Aprobado,EXPRESIÓNGRÁFICAPARALAINGENIERÍA3188,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4301,Trabajo Fin de Grado,9.25,Aprobado,TRABAJOFINDEGRADO8634,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4302,Normativa y Regulación,5.74,Aprobado,NORMATIVAYREGULACIÓN1895,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4303,Inglés Técnico,7.36,Aprobado,INGLÉSTÉCNICO4583,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4304,Métodos Estadísticos,9.37,Aprobado,MÉTODOSESTADÍSTICOS4469,Grado-en-Ingeniería-Electrónica,Junio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4305,Gestión de Proyectos Informáticos,9.79,Aprobado,GESTIÓNDEPROYECTOSINFORMÁTICOS7456,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4306,Sistemas de Interacción Persona-Computador,7.19,Aprobado,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR7556,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4307,Ingeniería Logística,8.05,Aprobado,INGENIERÍALOGÍSTICA6209,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4308,Enfermería en Quirófano,8.56,Aprobado,ENFERMERÍAENQUIRÓFANO9896,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4309,Enfermería Clinica Avanzada,5.45,Aprobado,ENFERMERÍACLINICAAVANZADA8544,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4310,Modelado de Datos,6.54,Aprobado,MODELADODEDATOS8440,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4311,Anatomía Humana e Histología,8.07,Aprobado,ANATOMÍAHUMANAEHISTOLOGÍA2205,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4312,Automatización Industrial Avanzada,6.07,Aprobado,AUTOMATIZACIÓNINDUSTRIALAVANZADA8707,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4313,Sistemas y Tecnologías Web Cliente,6.87,Aprobado,SISTEMASYTECNOLOGÍASWEBCLIENTE7121,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4314,Prácticas Clínicas II,7.62,Aprobado,PRÁCTICASCLÍNICASII9021,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4315,Fundamentos de Ingeniería del Software,8.16,Aprobado,FUNDAMENTOSDEINGENIERÍADELSOFTWARE1770,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4316,Inglés para la Salud,7.74,Aprobado,INGLÉSPARALASALUD8742,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4317,Sistema Electrónicos Digitales,6.38,Aprobado,SISTEMAELECTRÓNICOSDIGITALES5051,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4318,Fundamentos Físicos,6.76,Aprobado,FUNDAMENTOSFÍSICOS3942,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4319,Enfermería Clinica I,8.56,Aprobado,ENFERMERÍACLINICAI9081,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4320,Inglés Aplicado para la Comunicación en Salud,7.21,Aprobado,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD4250,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4321,Ampliación de Ingeniería Eléctrica,6.38,Aprobado,AMPLIACIÓNDEINGENIERÍAELÉCTRICA1135,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4322,Cálculo,7.25,Aprobado,CÁLCULO8105,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4323,Modelado de Sistemas Software,9.72,Aprobado,MODELADODESISTEMASSOFTWARE5811,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4324,Laboratorio de Desarrollo y Herramientas,8.77,Aprobado,LABORATORIODEDESARROLLOYHERRAMIENTAS5969,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4325,Modelado y Simulación de Sistemas,7.36,Aprobado,MODELADOYSIMULACIÓNDESISTEMAS7428,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4326,Enfermería Clinica II,5.94,Aprobado,ENFERMERÍACLINICAII9992,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4327,Trabajo de Fin de Máster,9.86,Aprobado,TRABAJODEFINDEMÁSTER7268,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4328,Modelado de Sistemas Software,6.94,Aprobado,MODELADODESISTEMASSOFTWARE6623,Grado-en-Ingeniería-Electrónica,Junio,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4329,Antropología y Bases Teóricas de la Enfermería,5.31,Aprobado,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA5435,Grado-en-Ingeniería-Electrónica,Septiembre,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4330,Informática Básica,9.27,Aprobado,INFORMÁTICABÁSICA8526,Grado-en-Ingeniería-Electrónica,Septiembre,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
4331,Ingeniería Logística,5.84,Aprobado,INGENIERÍALOGÍSTICA1398,Grado-en-Ingeniería-Electrónica,Julio,2021/2022,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
