indice,conv,curso_aca,especialidad,id,nota_bach,nota_def,nota_prue,universidad,cod_universidad
4161,C48,2023/2024,id,sqC40283,7.47,9.36,6.76,Universidad de Madrid,UDM01
4162,C66,2018/2019,totam,pfH83091,6.73,5.92,9.56,Universidad de Madrid,UDM01
4163,C69,2019/2020,similique,AIr98302,9.94,9.84,5.02,Universidad de La Laguna,ULL03
4164,C87,2017/2018,molestias,Nsi59846,7.25,9.77,5.54,Universidad de La Laguna,ULL03
4165,C07,2018/2019,eligendi,aym69680,8.55,8.43,7.7,Universidad de La Laguna,ULL03
4166,C92,2022/2023,soluta,wCo40670,8.34,7.02,8.14,Universidad de Madrid,UDM01
4167,C31,2017/2018,eveniet,cpJ82359,8.57,8.66,7.17,Universidad de Barcelona,UDB02
4168,C00,2018/2019,beatae,XZf87436,8.68,5.39,5.87,Universidad de Madrid,UDM01
4169,C73,2021/2022,asperiores,Pxn38533,7.29,9.25,5.28,Universidad de La Laguna,ULL03
4170,C97,2018/2019,consequuntur,zaH30190,5.48,6.55,5.21,Universidad de Barcelona,UDB02
4171,C48,2021/2022,vel,ZnG22216,9.77,5.33,9.53,Universidad de Barcelona,UDB02
4172,C31,2023/2024,neque,frY36116,7.09,8.88,9.3,Universidad de Barcelona,UDB02
4173,C08,2023/2024,reiciendis,OTD83372,9.4,5.64,9.78,Universidad de Madrid,UDM01
4174,C57,2020/2021,consectetur,MND47644,5.33,7.09,8.68,Universidad de Madrid,UDM01
4175,C25,2021/2022,ab,vAy04897,9.85,6.65,6.36,Universidad de La Laguna,ULL03
4176,C32,2020/2021,ipsum,eZj77223,8.52,6.4,9.22,Universidad de La Laguna,ULL03
4177,C66,2020/2021,deleniti,Dkw22693,7.67,5.86,6.29,Universidad de Madrid,UDM01
4178,C36,2021/2022,molestias,RMK08304,7.29,5.25,8.27,Universidad de La Laguna,ULL03
4179,C80,2021/2022,excepturi,Gwl18533,8.58,6.12,9.01,Universidad de Madrid,UDM01
4180,C80,2020/2021,veniam,uVv02575,9.45,5.72,6.14,Universidad de Barcelona,UDB02
4181,C80,2023/2024,qui,tyY28701,5.03,7.8,9.52,Universidad de Barcelona,UDB02
4182,C39,2020/2021,maxime,lFE79237,8.1,8.8,6.3,Universidad de La Laguna,ULL03
4183,C85,2019/2020,vitae,yGD84748,8.24,5.53,9.05,Universidad de Barcelona,UDB02
4184,C87,2018/2019,a,toY28596,5.09,9.69,5.78,Universidad de Madrid,UDM01
4185,C38,2022/2023,architecto,mPA98642,9.9,7.85,7.98,Universidad de Madrid,UDM01
4186,C90,2018/2019,eum,oKk88167,6.34,9.77,5.28,Universidad de Barcelona,UDB02
4187,C02,2023/2024,omnis,PnI20861,6.31,9.12,8.64,Universidad de Barcelona,UDB02
4188,C56,2017/2018,architecto,AGY79219,6.23,9.46,5.78,Universidad de Madrid,UDM01
4189,C07,2023/2024,voluptate,nvA75726,6.83,8.05,8.36,Universidad de La Laguna,ULL03
4190,C94,2020/2021,officiis,IOa84726,5.56,7.13,9.47,Universidad de Madrid,UDM01
4191,C93,2020/2021,alias,Qzh31300,6.64,7.07,6.07,Universidad de Barcelona,UDB02
4192,C54,2020/2021,ullam,KKB44435,7.4,8.07,8.3,Universidad de Barcelona,UDB02
4193,C02,2017/2018,recusandae,NVi88611,8.84,8.36,5.67,Universidad de Barcelona,UDB02
4194,C63,2017/2018,mollitia,Szp39163,7.84,5.5,8.53,Universidad de La Laguna,ULL03
4195,C82,2023/2024,in,MIN91707,5.83,8.66,5.14,Universidad de Barcelona,UDB02
4196,C01,2020/2021,laboriosam,TkD61931,9.18,6.5,9.06,Universidad de La Laguna,ULL03
4197,C60,2019/2020,neque,mrx13373,5.03,9.7,8.8,Universidad de La Laguna,ULL03
4198,C08,2021/2022,dolorem,jmt60568,7.03,7.26,7.38,Universidad de Madrid,UDM01
4199,C70,2021/2022,aliquid,OOn37433,7.41,5.78,9.49,Universidad de La Laguna,ULL03
4200,C48,2023/2024,inventore,ofG95122,7.31,5.2,5.54,Universidad de Barcelona,UDB02
4201,C11,2021/2022,quisquam,zrg60841,6.91,5.38,5.32,Universidad de La Laguna,ULL03
4202,C04,2018/2019,est,HGA36912,9.16,9.84,8.63,Universidad de La Laguna,ULL03
4203,C40,2017/2018,est,miH16879,5.25,5.45,8.6,Universidad de La Laguna,ULL03
4204,C71,2018/2019,expedita,OVr19232,9.45,9.72,7.82,Universidad de Madrid,UDM01
4205,C92,2019/2020,optio,OHy87745,8.29,6.01,8.03,Universidad de Madrid,UDM01
4206,C18,2017/2018,ipsum,wMH11207,5.17,5.44,7.06,Universidad de La Laguna,ULL03
4207,C08,2018/2019,excepturi,HGX34261,5.68,5.29,7.68,Universidad de La Laguna,ULL03
4208,C64,2023/2024,harum,dUT02765,6.37,5.99,6.14,Universidad de La Laguna,ULL03
4209,C36,2021/2022,iusto,GxP74321,8.9,8.92,7.47,Universidad de Barcelona,UDB02
4210,C99,2021/2022,accusamus,VfJ53644,8.57,5.44,8.41,Universidad de La Laguna,ULL03
4211,C18,2020/2021,voluptates,xVe37371,5.61,7.09,8.13,Universidad de Madrid,UDM01
4212,C31,2019/2020,numquam,cEe69087,6.87,7.07,5.11,Universidad de La Laguna,ULL03
4213,C68,2022/2023,praesentium,jfP82586,5.87,9.73,6.8,Universidad de Barcelona,UDB02
4214,C14,2021/2022,commodi,XaE70546,7.18,9.65,8.37,Universidad de Madrid,UDM01
4215,C45,2021/2022,molestiae,kQX18158,5.03,6.09,9.77,Universidad de Barcelona,UDB02
4216,C84,2020/2021,blanditiis,lof05788,5.0,7.22,6.86,Universidad de La Laguna,ULL03
4217,C33,2019/2020,deserunt,TjK72352,7.27,9.19,8.57,Universidad de Barcelona,UDB02
4218,C60,2021/2022,laboriosam,Phf38442,9.4,7.52,5.89,Universidad de Madrid,UDM01
4219,C76,2023/2024,dicta,bAN40521,9.11,8.93,9.75,Universidad de La Laguna,ULL03
4220,C88,2018/2019,a,TTk43167,5.32,5.99,5.47,Universidad de Madrid,UDM01
4221,C67,2022/2023,culpa,CjN26079,7.2,6.48,9.08,Universidad de Barcelona,UDB02
4222,C61,2020/2021,atque,czL54804,8.76,9.87,5.77,Universidad de Barcelona,UDB02
4223,C69,2017/2018,provident,Ceo51499,7.18,6.15,5.48,Universidad de Barcelona,UDB02
4224,C38,2017/2018,autem,YAb96753,7.22,6.29,6.31,Universidad de La Laguna,ULL03
4225,C69,2019/2020,sint,OEt80266,9.22,8.47,6.94,Universidad de Barcelona,UDB02
4226,C64,2022/2023,quos,IcL34157,7.05,6.99,5.74,Universidad de La Laguna,ULL03
4227,C13,2020/2021,quisquam,YHk11518,8.83,7.2,8.33,Universidad de Barcelona,UDB02
4228,C74,2018/2019,eum,qrX11686,7.37,8.96,8.09,Universidad de La Laguna,ULL03
4229,C27,2021/2022,iusto,sVN44211,7.51,9.1,7.86,Universidad de Barcelona,UDB02
4230,C80,2023/2024,iusto,xgG82024,5.91,8.38,8.81,Universidad de Barcelona,UDB02
4231,C76,2019/2020,veritatis,mbb09841,6.31,8.66,5.83,Universidad de Barcelona,UDB02
4232,C29,2018/2019,dolorum,FMh23411,7.24,7.97,6.21,Universidad de Madrid,UDM01
4233,C70,2018/2019,debitis,QUg91436,6.4,5.79,9.66,Universidad de La Laguna,ULL03
4234,C59,2023/2024,vitae,GyQ51582,8.9,6.29,6.97,Universidad de Madrid,UDM01
4235,C80,2021/2022,ullam,rwn75243,5.81,6.9,9.49,Universidad de Madrid,UDM01
4236,C93,2019/2020,harum,yQP04539,7.34,6.76,8.77,Universidad de La Laguna,ULL03
4237,C92,2022/2023,magni,unj96156,5.67,8.58,9.01,Universidad de La Laguna,ULL03
4238,C14,2020/2021,possimus,Zpn68579,7.75,6.83,6.87,Universidad de La Laguna,ULL03
4239,C42,2022/2023,vel,MOS95557,9.11,8.39,7.38,Universidad de Barcelona,UDB02
4240,C74,2019/2020,natus,Hdm29422,8.26,7.08,6.0,Universidad de La Laguna,ULL03
4241,C59,2019/2020,magni,xhS63409,9.57,8.91,5.78,Universidad de Barcelona,UDB02
4242,C30,2020/2021,ducimus,gzK88573,8.07,6.04,6.79,Universidad de Barcelona,UDB02
4243,C63,2017/2018,asperiores,hsI33595,5.62,6.73,8.65,Universidad de Madrid,UDM01
4244,C82,2023/2024,harum,ErJ44059,5.25,8.81,9.28,Universidad de La Laguna,ULL03
4245,C80,2020/2021,laudantium,dkK79496,7.43,7.73,9.54,Universidad de La Laguna,ULL03
4246,C76,2019/2020,sequi,ljw87061,9.26,5.6,8.78,Universidad de Barcelona,UDB02
4247,C48,2020/2021,quidem,kGq11340,6.23,5.95,8.92,Universidad de La Laguna,ULL03
4248,C73,2017/2018,dicta,qtW22603,9.75,9.66,7.69,Universidad de Madrid,UDM01
4249,C48,2020/2021,animi,ojD35499,8.85,8.97,9.96,Universidad de La Laguna,ULL03
4250,C66,2020/2021,totam,aKn17274,9.27,5.13,7.32,Universidad de La Laguna,ULL03
4251,C50,2019/2020,ratione,kNR49053,7.12,5.86,5.45,Universidad de Barcelona,UDB02
4252,C16,2022/2023,fuga,fJa13240,6.11,8.81,7.66,Universidad de La Laguna,ULL03
4253,C41,2023/2024,voluptate,NTS64042,6.75,8.81,5.78,Universidad de Madrid,UDM01
4254,C56,2020/2021,neque,IWg29527,9.92,9.66,8.61,Universidad de La Laguna,ULL03
4255,C71,2021/2022,delectus,XcQ56579,6.29,9.22,5.63,Universidad de La Laguna,ULL03
4256,C52,2017/2018,dolor,Eoi13583,6.23,9.63,6.54,Universidad de Barcelona,UDB02
4257,C17,2020/2021,nisi,ChR49286,8.72,6.57,9.24,Universidad de La Laguna,ULL03
4258,C92,2021/2022,cum,gAi75329,6.52,9.41,7.48,Universidad de La Laguna,ULL03
4259,C09,2022/2023,sequi,edn08993,7.84,6.33,9.88,Universidad de Barcelona,UDB02
4260,C48,2022/2023,vel,JRq22501,9.99,5.07,8.76,Universidad de La Laguna,ULL03
4261,C82,2022/2023,dignissimos,oCs71525,6.33,6.88,6.6,Universidad de Barcelona,UDB02
4262,C61,2017/2018,molestiae,ywZ57504,6.89,5.61,7.76,Universidad de Madrid,UDM01
4263,C38,2021/2022,quidem,EDl97577,7.71,8.54,8.66,Universidad de Barcelona,UDB02
4264,C70,2018/2019,aliquam,pSq89928,9.46,7.65,7.34,Universidad de Madrid,UDM01
4265,C31,2017/2018,blanditiis,hsJ32303,6.07,7.96,9.35,Universidad de Madrid,UDM01
4266,C12,2017/2018,sequi,SpQ71513,5.56,6.53,7.02,Universidad de Madrid,UDM01
4267,C41,2022/2023,corporis,xIy65946,6.71,7.16,6.46,Universidad de Barcelona,UDB02
4268,C20,2023/2024,optio,cFn85908,9.59,9.52,7.12,Universidad de Barcelona,UDB02
4269,C91,2023/2024,provident,ebH36615,8.05,5.18,9.97,Universidad de La Laguna,ULL03
4270,C78,2022/2023,ut,aZd30212,7.72,8.38,8.16,Universidad de Madrid,UDM01
4271,C47,2022/2023,debitis,kws66404,8.16,6.55,6.19,Universidad de La Laguna,ULL03
4272,C65,2020/2021,error,wQh07139,9.62,6.1,6.66,Universidad de La Laguna,ULL03
4273,C51,2020/2021,quasi,rVL59886,5.23,6.57,5.54,Universidad de La Laguna,ULL03
4274,C62,2022/2023,consequuntur,MAz31182,8.46,7.45,5.46,Universidad de La Laguna,ULL03
4275,C87,2022/2023,fugiat,ded81406,6.46,6.94,8.39,Universidad de Barcelona,UDB02
4276,C76,2018/2019,vel,WtV15140,5.79,8.96,7.04,Universidad de Barcelona,UDB02
4277,C48,2019/2020,reiciendis,umm10896,7.99,6.46,9.09,Universidad de Madrid,UDM01
4278,C14,2023/2024,magni,SCp27027,7.81,6.21,9.61,Universidad de Madrid,UDM01
4279,C55,2021/2022,distinctio,Bdg04893,7.57,7.3,5.14,Universidad de La Laguna,ULL03
4280,C48,2022/2023,excepturi,MvD42711,7.75,8.3,8.56,Universidad de Barcelona,UDB02
4281,C63,2019/2020,asperiores,QEX67780,8.41,6.75,8.5,Universidad de La Laguna,ULL03
4282,C78,2018/2019,vitae,XPC98114,8.62,9.47,8.66,Universidad de Madrid,UDM01
4283,C49,2020/2021,accusantium,ioV77512,5.29,9.63,8.8,Universidad de Madrid,UDM01
4284,C55,2022/2023,iusto,tur87207,5.46,9.43,6.52,Universidad de La Laguna,ULL03
4285,C08,2018/2019,alias,uJI05767,6.88,8.71,7.11,Universidad de Barcelona,UDB02
4286,C22,2020/2021,consequuntur,bMB53127,8.5,7.91,8.49,Universidad de Madrid,UDM01
4287,C19,2018/2019,error,UDd39949,8.03,8.65,8.14,Universidad de Barcelona,UDB02
4288,C56,2018/2019,delectus,wDJ43049,7.67,8.17,5.35,Universidad de Barcelona,UDB02
4289,C13,2021/2022,beatae,LSY73338,5.12,6.73,7.28,Universidad de La Laguna,ULL03
4290,C57,2021/2022,nemo,mIf76254,7.26,5.08,9.08,Universidad de Barcelona,UDB02
4291,C59,2020/2021,sit,wyk68507,5.75,6.94,9.49,Universidad de La Laguna,ULL03
4292,C36,2021/2022,natus,wnj38138,5.58,8.84,7.1,Universidad de La Laguna,ULL03
4293,C75,2018/2019,ipsam,Way53415,7.39,8.25,9.72,Universidad de Madrid,UDM01
4294,C90,2020/2021,molestiae,hmb62836,8.18,7.53,5.47,Universidad de La Laguna,ULL03
4295,C40,2023/2024,quos,IDb89991,6.55,5.77,7.69,Universidad de La Laguna,ULL03
4296,C69,2020/2021,magni,lhe92942,9.96,6.79,9.65,Universidad de La Laguna,ULL03
4297,C06,2023/2024,dolor,QQk72362,7.51,6.42,8.86,Universidad de Madrid,UDM01
4298,C88,2018/2019,quasi,Bzj40387,9.43,8.24,5.11,Universidad de Barcelona,UDB02
4299,C60,2018/2019,officia,Did69799,8.02,6.25,6.67,Universidad de La Laguna,ULL03
4300,C73,2020/2021,delectus,wtW45441,6.16,6.27,5.83,Universidad de Barcelona,UDB02
4301,C50,2022/2023,illum,khB85013,7.58,6.49,9.62,Universidad de La Laguna,ULL03
4302,C86,2018/2019,id,Dnu22844,7.09,5.54,5.53,Universidad de Madrid,UDM01
4303,C43,2022/2023,molestiae,MyT13347,9.03,9.35,7.24,Universidad de Madrid,UDM01
4304,C99,2018/2019,distinctio,tWw23344,6.73,9.64,6.99,Universidad de Madrid,UDM01
4305,C99,2018/2019,amet,Dgr61511,7.71,7.98,7.97,Universidad de Madrid,UDM01
4306,C08,2021/2022,occaecati,jme42745,7.27,7.24,7.52,Universidad de Barcelona,UDB02
4307,C14,2020/2021,recusandae,JNk12066,7.54,9.89,5.68,Universidad de Madrid,UDM01
4308,C90,2020/2021,incidunt,Kpt83187,9.79,8.42,9.26,Universidad de Madrid,UDM01
4309,C68,2019/2020,velit,hYQ08640,9.77,7.15,6.26,Universidad de Madrid,UDM01
4310,C57,2020/2021,sapiente,krZ53203,6.08,8.25,8.36,Universidad de Barcelona,UDB02
4311,C85,2023/2024,vel,cYp38705,9.9,6.93,7.84,Universidad de La Laguna,ULL03
4312,C72,2023/2024,est,ulg06036,5.38,5.08,6.89,Universidad de Barcelona,UDB02
4313,C61,2020/2021,vel,xub80309,8.35,5.56,9.94,Universidad de Barcelona,UDB02
4314,C49,2018/2019,esse,nvb71316,8.53,9.99,7.12,Universidad de La Laguna,ULL03
4315,C72,2017/2018,ea,Cth42643,9.27,9.15,6.26,Universidad de Madrid,UDM01
4316,C24,2019/2020,doloremque,lUy12740,7.51,7.62,6.8,Universidad de Madrid,UDM01
4317,C78,2021/2022,quam,kOK97680,9.17,8.3,9.9,Universidad de Barcelona,UDB02
4318,C78,2017/2018,unde,Zpf47881,8.34,7.03,8.79,Universidad de La Laguna,ULL03
4319,C07,2023/2024,odio,bfA29133,5.89,5.01,8.61,Universidad de La Laguna,ULL03
4320,C47,2017/2018,ipsa,MfR01782,5.69,5.15,7.99,Universidad de Madrid,UDM01
4321,C80,2022/2023,ab,fcp18132,8.91,8.75,5.78,Universidad de Barcelona,UDB02
4322,C03,2019/2020,eos,Aje72737,6.63,8.43,6.4,Universidad de Barcelona,UDB02
4323,C58,2019/2020,nulla,VfO14846,9.88,9.7,7.19,Universidad de La Laguna,ULL03
4324,C10,2020/2021,nam,Jjn42500,6.72,6.89,6.59,Universidad de Barcelona,UDB02
4325,C70,2021/2022,vel,Tei11670,6.27,6.19,7.56,Universidad de La Laguna,ULL03
4326,C26,2022/2023,odio,qEd28105,8.87,7.86,8.55,Universidad de Barcelona,UDB02
4327,C86,2020/2021,quo,mPq06080,5.64,9.81,9.52,Universidad de Barcelona,UDB02
4328,C34,2018/2019,iusto,IEr48112,5.1,6.81,5.48,Universidad de La Laguna,ULL03
4329,C86,2019/2020,sequi,VdX83400,6.36,7.78,6.19,Universidad de La Laguna,ULL03
4330,C14,2019/2020,occaecati,BMk22922,5.86,8.42,6.38,Universidad de La Laguna,ULL03
4331,C49,2022/2023,dolores,TYv32537,5.33,5.95,9.33,Universidad de La Laguna,ULL03
4332,C90,2021/2022,sed,UEL14075,6.12,8.82,7.73,Universidad de Madrid,UDM01
4333,C93,2022/2023,aliquid,DsS50160,9.77,5.75,7.07,Universidad de Barcelona,UDB02
4334,C31,2023/2024,temporibus,uTx26976,9.08,9.57,5.8,Universidad de Barcelona,UDB02
4335,C15,2017/2018,blanditiis,ZiY88926,6.62,6.05,5.76,Universidad de La Laguna,ULL03
4336,C93,2021/2022,sapiente,fDs58819,5.09,7.52,5.08,Universidad de Barcelona,UDB02
4337,C29,2017/2018,autem,DIm10774,8.32,5.62,8.29,Universidad de Barcelona,UDB02
4338,C33,2020/2021,ducimus,OFD44808,8.52,6.71,9.64,Universidad de Barcelona,UDB02
4339,C77,2019/2020,repellendus,JCH15505,8.07,5.44,6.87,Universidad de La Laguna,ULL03
4340,C01,2022/2023,ipsa,CBo37498,5.16,6.78,5.55,Universidad de La Laguna,ULL03
4341,C13,2019/2020,veniam,dYg15275,7.92,6.39,5.42,Universidad de Barcelona,UDB02
4342,C45,2018/2019,ipsa,HQM77199,9.93,7.63,9.06,Universidad de La Laguna,ULL03
4343,C51,2023/2024,officia,yeb43354,9.5,6.52,9.69,Universidad de Barcelona,UDB02
4344,C59,2019/2020,voluptatibus,BoV95889,8.37,6.22,5.83,Universidad de La Laguna,ULL03
4345,C85,2021/2022,debitis,vIb35959,7.54,5.56,6.18,Universidad de Barcelona,UDB02
4346,C86,2019/2020,doloremque,Mpt91602,7.95,8.17,5.01,Universidad de Madrid,UDM01
4347,C16,2021/2022,laborum,jpo85542,7.18,8.32,8.51,Universidad de La Laguna,ULL03
4348,C84,2018/2019,harum,ajX68278,9.2,5.49,9.9,Universidad de La Laguna,ULL03
4349,C07,2017/2018,quidem,ZDJ83254,7.88,5.37,5.11,Universidad de Barcelona,UDB02
4350,C81,2019/2020,ducimus,oEj15747,7.46,5.26,6.81,Universidad de Madrid,UDM01
4351,C36,2019/2020,doloribus,oRy81924,7.37,5.08,8.48,Universidad de Madrid,UDM01
4352,C41,2020/2021,voluptatibus,rYF20975,9.79,5.21,6.81,Universidad de La Laguna,ULL03
4353,C19,2022/2023,nihil,gHp89338,6.56,8.65,5.3,Universidad de Barcelona,UDB02
4354,C90,2019/2020,eaque,AaE32940,7.81,5.15,5.56,Universidad de Barcelona,UDB02
4355,C91,2023/2024,corporis,Jko65966,9.73,9.0,8.05,Universidad de La Laguna,ULL03
4356,C16,2020/2021,ut,ohn33640,5.11,6.7,6.46,Universidad de Barcelona,UDB02
4357,C43,2018/2019,culpa,BQG91019,6.36,9.6,6.68,Universidad de La Laguna,ULL03
4358,C94,2018/2019,odit,pDM98375,7.04,9.71,6.66,Universidad de La Laguna,ULL03
4359,C95,2019/2020,nesciunt,Riy37481,9.95,7.65,9.9,Universidad de La Laguna,ULL03
4360,C28,2019/2020,in,zSW10657,7.15,5.41,8.74,Universidad de Madrid,UDM01
4361,C83,2017/2018,tempora,Umg50381,7.28,6.59,7.7,Universidad de Madrid,UDM01
4362,C51,2020/2021,officia,MUk11153,5.78,9.89,5.17,Universidad de La Laguna,ULL03
4363,C80,2022/2023,deserunt,pqw65979,8.2,7.14,5.02,Universidad de La Laguna,ULL03
4364,C64,2017/2018,ex,guy73498,8.26,5.12,9.13,Universidad de Madrid,UDM01
4365,C12,2020/2021,nostrum,siW14325,9.32,7.55,6.08,Universidad de Barcelona,UDB02
4366,C99,2023/2024,eum,DVB70608,8.76,7.14,8.43,Universidad de Madrid,UDM01
4367,C65,2018/2019,suscipit,ITT52748,9.5,7.78,7.21,Universidad de Barcelona,UDB02
4368,C59,2018/2019,itaque,NdP84805,8.87,7.6,8.67,Universidad de La Laguna,ULL03
4369,C52,2021/2022,laborum,NNE51261,8.4,5.28,5.28,Universidad de Madrid,UDM01
4370,C92,2022/2023,placeat,QzT04291,9.84,7.42,5.61,Universidad de Barcelona,UDB02
4371,C70,2021/2022,a,sJI98201,7.44,9.28,6.33,Universidad de La Laguna,ULL03
4372,C92,2022/2023,possimus,fvu20730,5.48,6.06,9.62,Universidad de La Laguna,ULL03
4373,C44,2017/2018,recusandae,hkx87576,8.31,9.05,6.39,Universidad de Madrid,UDM01
4374,C95,2022/2023,nam,qGm83552,9.43,8.73,6.7,Universidad de La Laguna,ULL03
4375,C31,2023/2024,officia,oFV81211,8.59,6.69,5.39,Universidad de Barcelona,UDB02
4376,C79,2020/2021,molestiae,dxY44966,6.15,8.77,6.5,Universidad de Madrid,UDM01
4377,C84,2019/2020,nesciunt,BEl89685,5.91,5.44,9.1,Universidad de Barcelona,UDB02
4378,C56,2021/2022,aperiam,naR08790,9.73,5.35,9.68,Universidad de Barcelona,UDB02
4379,C64,2022/2023,perspiciatis,pri95763,9.48,7.92,6.45,Universidad de Madrid,UDM01
4380,C85,2023/2024,iusto,qWI06246,8.49,9.16,5.13,Universidad de Barcelona,UDB02
4381,C44,2021/2022,debitis,qIt43590,6.9,8.59,8.42,Universidad de La Laguna,ULL03
4382,C37,2019/2020,explicabo,CIO68375,5.21,7.0,9.37,Universidad de Barcelona,UDB02
4383,C22,2017/2018,vel,kwO25627,6.56,6.73,8.94,Universidad de La Laguna,ULL03
4384,C06,2019/2020,saepe,iJk05789,9.8,7.06,7.8,Universidad de La Laguna,ULL03
4385,C60,2021/2022,et,LRh21899,8.14,8.86,9.26,Universidad de Madrid,UDM01
4386,C47,2021/2022,culpa,ark72234,6.81,8.49,6.18,Universidad de La Laguna,ULL03
4387,C38,2023/2024,ducimus,NDK76915,9.34,7.92,6.44,Universidad de Barcelona,UDB02
4388,C82,2019/2020,nulla,Nkd47230,9.26,8.17,8.8,Universidad de La Laguna,ULL03
4389,C17,2020/2021,tenetur,ivf31309,7.39,7.37,7.48,Universidad de Barcelona,UDB02
4390,C12,2018/2019,neque,yZD39511,7.73,6.77,7.76,Universidad de La Laguna,ULL03
4391,C63,2017/2018,ducimus,BTl10067,7.4,7.91,7.78,Universidad de Barcelona,UDB02
4392,C06,2023/2024,molestiae,PuL66959,6.48,8.44,9.31,Universidad de Barcelona,UDB02
4393,C10,2023/2024,minus,JfO24677,6.15,7.83,5.38,Universidad de Madrid,UDM01
4394,C44,2019/2020,voluptatibus,jYr56327,7.71,9.45,9.56,Universidad de Barcelona,UDB02
4395,C78,2018/2019,deserunt,SQt49806,6.46,7.18,5.44,Universidad de La Laguna,ULL03
4396,C67,2018/2019,voluptatibus,Ifw80120,9.15,8.05,6.53,Universidad de La Laguna,ULL03
4397,C47,2022/2023,illo,CxM40813,6.01,5.72,9.53,Universidad de La Laguna,ULL03
4398,C88,2023/2024,voluptatum,vSp60086,5.98,6.7,6.59,Universidad de Barcelona,UDB02
4399,C94,2020/2021,explicabo,lRR17457,6.26,7.5,6.97,Universidad de La Laguna,ULL03
4400,C19,2017/2018,eius,IDX30836,9.28,7.77,9.75,Universidad de Barcelona,UDB02
4401,C91,2021/2022,id,Kkv96733,6.76,7.89,7.39,Universidad de Barcelona,UDB02
4402,C03,2018/2019,delectus,Vwt14132,7.04,9.81,7.87,Universidad de Madrid,UDM01
4403,C18,2023/2024,quod,oVp91506,5.21,8.45,7.41,Universidad de La Laguna,ULL03
4404,C91,2020/2021,est,upF78068,9.2,9.43,9.08,Universidad de Barcelona,UDB02
4405,C26,2023/2024,quasi,UNg32116,6.81,8.38,7.87,Universidad de Madrid,UDM01
4406,C24,2022/2023,exercitationem,bGP34613,8.02,5.21,7.98,Universidad de La Laguna,ULL03
4407,C37,2022/2023,repudiandae,HmI23773,9.78,9.62,6.48,Universidad de Barcelona,UDB02
4408,C92,2023/2024,atque,UAc30854,8.09,6.96,6.62,Universidad de Madrid,UDM01
4409,C96,2017/2018,ipsam,blP71836,6.19,7.29,9.13,Universidad de La Laguna,ULL03
4410,C56,2023/2024,delectus,xmU99740,9.27,5.24,6.88,Universidad de La Laguna,ULL03
4411,C04,2020/2021,voluptatibus,blc71100,5.73,7.88,7.12,Universidad de La Laguna,ULL03
4412,C46,2023/2024,reprehenderit,lxU55054,6.32,6.11,9.91,Universidad de Barcelona,UDB02
4413,C82,2021/2022,amet,Uyt95517,9.87,8.3,6.9,Universidad de La Laguna,ULL03
4414,C42,2017/2018,aspernatur,TrP61195,9.44,7.3,7.07,Universidad de La Laguna,ULL03
4415,C22,2021/2022,similique,cNv22087,8.47,5.94,6.57,Universidad de Madrid,UDM01
4416,C01,2020/2021,laboriosam,Uhh87665,6.71,5.4,7.03,Universidad de Madrid,UDM01
4417,C70,2017/2018,unde,nws03723,5.35,7.91,5.28,Universidad de Barcelona,UDB02
4418,C83,2023/2024,et,JSI88907,7.63,8.79,8.29,Universidad de Madrid,UDM01
4419,C33,2017/2018,commodi,Rxa98952,9.77,7.27,9.39,Universidad de Madrid,UDM01
4420,C17,2022/2023,enim,iDR16665,7.68,9.0,8.18,Universidad de Madrid,UDM01
4421,C52,2022/2023,inventore,rWx19616,9.46,8.98,7.58,Universidad de La Laguna,ULL03
4422,C73,2020/2021,modi,HMU87195,7.85,8.65,9.62,Universidad de La Laguna,ULL03
4423,C16,2018/2019,laborum,xTb36937,9.31,9.98,8.7,Universidad de Barcelona,UDB02
4424,C08,2021/2022,et,YlO81181,9.85,9.81,8.59,Universidad de Madrid,UDM01
4425,C60,2019/2020,aspernatur,GNd39362,8.77,8.24,7.34,Universidad de Barcelona,UDB02
4426,C61,2021/2022,omnis,QKt07085,7.25,8.9,8.42,Universidad de Barcelona,UDB02
4427,C08,2022/2023,libero,VNq10487,8.12,6.68,5.7,Universidad de La Laguna,ULL03
4428,C55,2017/2018,libero,mmw86773,8.77,8.31,5.93,Universidad de La Laguna,ULL03
4429,C58,2023/2024,illo,hyR59987,5.93,5.56,6.0,Universidad de Barcelona,UDB02
4430,C60,2021/2022,repellendus,AzE05906,9.66,5.06,6.35,Universidad de Madrid,UDM01
4431,C99,2019/2020,doloribus,nbP71832,6.89,7.24,9.34,Universidad de Madrid,UDM01
4432,C03,2021/2022,dicta,NJB54410,9.96,6.96,6.53,Universidad de Barcelona,UDB02
4433,C83,2023/2024,adipisci,afG05378,8.29,5.17,7.0,Universidad de Madrid,UDM01
4434,C96,2017/2018,modi,ugW12946,7.29,7.66,7.57,Universidad de Barcelona,UDB02
4435,C12,2023/2024,blanditiis,hQF49301,8.08,8.91,6.73,Universidad de Barcelona,UDB02
4436,C50,2018/2019,molestiae,ZFc93810,8.02,5.9,5.88,Universidad de Madrid,UDM01
4437,C93,2017/2018,praesentium,yNT98532,5.64,7.98,5.78,Universidad de La Laguna,ULL03
4438,C79,2020/2021,veniam,uvr38816,8.95,9.19,9.66,Universidad de Madrid,UDM01
4439,C97,2018/2019,totam,UIs81220,8.6,6.89,5.38,Universidad de Madrid,UDM01
