indice,ambito_isced,cod_plan,cod_mec,curso_aca,municipio,nacionalidad,nuevo_ingreso,provincia,rama,sexo,titulacion,nombre_plan_propio,universidad,cod_universidad,cod_tipo_matricula,tipo_matricula,id
13877,IS16,PLAN983cq,MEC39,2023/2024,Valencia,Nicaragua,no,Lleida,Ingeniería y Tecnología,Femenino,Ingeniería Informática,ex,Universidad de La Laguna,ULL03,T38,officia,PBI47506
13878,IS79,PLAN180hL,MEC70,2020/2021,Granada,Mauritania,si,Cádiz,Humanidades,Femenino,Historia,quia,Universidad de La Laguna,ULL03,T11,nobis,IPI89136
13879,IS16,PLAN180hL,MEC22,2018/2019,Granada,Mauritania,no,Cádiz,Humanidades,Femenino,Historia,quia,Universidad de La Laguna,ULL03,T11,nobis,IPI89136
13880,IS45,PLAN180hL,MEC50,2022/2023,Granada,Mauritania,no,Cádiz,Humanidades,Femenino,Historia,quia,Universidad de La Laguna,ULL03,T11,nobis,IPI89136
13881,IS76,PLAN180hL,MEC92,2021/2022,Granada,Mauritania,no,Cádiz,Humanidades,Femenino,Historia,quia,Universidad de La Laguna,ULL03,T11,nobis,IPI89136
13882,IS38,PLAN485Fi,MEC74,2021/2022,Granada,Granada,si,Badajoz,Ciencias Sociales y Jurídicas,Masculino,Derecho,aliquam,Universidad de Madrid,UDM01,T43,similique,JWF09899
13883,IS50,PLAN485Fi,MEC52,2019/2020,Granada,Granada,no,Badajoz,Ciencias Sociales y Jurídicas,Masculino,Derecho,aliquam,Universidad de Madrid,UDM01,T43,similique,JWF09899
13884,IS46,PLAN485Fi,MEC97,2022/2023,Granada,Granada,no,Badajoz,Ciencias Sociales y Jurídicas,Masculino,Derecho,aliquam,Universidad de Madrid,UDM01,T43,similique,JWF09899
13885,IS82,PLAN485Fi,MEC34,2022/2023,Burgos,Jordania,si,Córdoba,Ciencias Sociales y Jurídicas,Femenino,Derecho,repellat,Universidad de Madrid,UDM01,T80,exercitationem,edh18701
13886,IS46,PLAN485Fi,MEC40,2023/2024,Burgos,Jordania,no,Córdoba,Ciencias Sociales y Jurídicas,Femenino,Derecho,repellat,Universidad de Madrid,UDM01,T80,exercitationem,edh18701
13887,IS96,PLAN485Fi,MEC53,2019/2020,Burgos,Jordania,no,Córdoba,Ciencias Sociales y Jurídicas,Femenino,Derecho,repellat,Universidad de Madrid,UDM01,T80,exercitationem,edh18701
13888,IS23,PLAN485Fi,MEC84,2021/2022,Burgos,Jordania,no,Córdoba,Ciencias Sociales y Jurídicas,Femenino,Derecho,repellat,Universidad de Madrid,UDM01,T80,exercitationem,edh18701
13889,IS30,PLAN485Fi,MEC05,2020/2021,Burgos,Jordania,no,Córdoba,Ciencias Sociales y Jurídicas,Femenino,Derecho,repellat,Universidad de Madrid,UDM01,T80,exercitationem,edh18701
13890,IS76,PLAN180hL,MEC96,2020/2021,Santa Cruz de Tenerife,Bosnia y Herzegovina,si,Sevilla,Humanidades,Masculino,Historia,consectetur,Universidad de Madrid,UDM01,T38,repudiandae,piP07465
13891,IS60,PLAN983cq,MEC14,2017/2018,Ceuta,Zimbabwe,si,Asturias,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eligendi,Universidad de Barcelona,UDB02,T76,nobis,VAL13976
13892,IS01,PLAN983cq,MEC24,2019/2020,Ceuta,Zimbabwe,no,Asturias,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eligendi,Universidad de Barcelona,UDB02,T76,nobis,VAL13976
13893,IS41,PLAN983cq,MEC74,2021/2022,Ceuta,Zimbabwe,no,Asturias,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eligendi,Universidad de Barcelona,UDB02,T76,nobis,VAL13976
13894,IS32,PLAN983cq,MEC51,2018/2019,Ceuta,Zimbabwe,no,Asturias,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eligendi,Universidad de Barcelona,UDB02,T76,nobis,VAL13976
13895,IS76,PLAN983cq,MEC71,2022/2023,Ceuta,Zimbabwe,no,Asturias,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eligendi,Universidad de Barcelona,UDB02,T76,nobis,VAL13976
13896,IS27,PLAN485Fi,MEC37,2022/2023,Vizcaya,Burundi,si,Guipúzcoa,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de Barcelona,UDB02,T49,sit,iiX29372
13897,IS20,PLAN485Fi,MEC27,2020/2021,Vizcaya,Burundi,no,Guipúzcoa,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de Barcelona,UDB02,T49,sit,iiX29372
13898,IS64,PLAN485Fi,MEC35,2023/2024,Vizcaya,Burundi,no,Guipúzcoa,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de Barcelona,UDB02,T49,sit,iiX29372
13899,IS60,PLAN485Fi,MEC73,2019/2020,Vizcaya,Burundi,no,Guipúzcoa,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de Barcelona,UDB02,T49,sit,iiX29372
13900,IS60,PLAN485Fi,MEC63,2022/2023,Melilla,Filipinas,si,Cáceres,Ciencias Sociales y Jurídicas,Femenino,Derecho,et,Universidad de Madrid,UDM01,T57,excepturi,aac37987
13901,IS88,PLAN485Fi,MEC89,2021/2022,Melilla,Filipinas,no,Cáceres,Ciencias Sociales y Jurídicas,Femenino,Derecho,et,Universidad de Madrid,UDM01,T57,excepturi,aac37987
13902,IS22,PLAN485Fi,MEC65,2019/2020,Melilla,Filipinas,no,Cáceres,Ciencias Sociales y Jurídicas,Femenino,Derecho,et,Universidad de Madrid,UDM01,T57,excepturi,aac37987
13903,IS18,PLAN485Fi,MEC13,2023/2024,Melilla,Filipinas,no,Cáceres,Ciencias Sociales y Jurídicas,Femenino,Derecho,et,Universidad de Madrid,UDM01,T57,excepturi,aac37987
13904,IS53,PLAN983cq,MEC82,2017/2018,La Coruña,Armenia,si,Zaragoza,Ingeniería y Tecnología,Femenino,Ingeniería Informática,necessitatibus,Universidad de Madrid,UDM01,T11,vitae,hSk66012
13905,IS15,PLAN983cq,MEC90,2022/2023,La Coruña,Armenia,no,Zaragoza,Ingeniería y Tecnología,Femenino,Ingeniería Informática,necessitatibus,Universidad de Madrid,UDM01,T11,vitae,hSk66012
13906,IS21,PLAN983cq,MEC33,2018/2019,La Coruña,Armenia,no,Zaragoza,Ingeniería y Tecnología,Femenino,Ingeniería Informática,necessitatibus,Universidad de Madrid,UDM01,T11,vitae,hSk66012
13907,IS21,PLAN485Fi,MEC43,2018/2019,Lleida,Australia,si,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,rerum,Universidad de Barcelona,UDB02,T06,assumenda,RFW49520
13908,IS12,PLAN485Fi,MEC80,2021/2022,Lleida,Australia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,rerum,Universidad de Barcelona,UDB02,T06,assumenda,RFW49520
13909,IS65,PLAN485Fi,MEC41,2017/2018,Lleida,Australia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,rerum,Universidad de Barcelona,UDB02,T06,assumenda,RFW49520
13910,IS37,PLAN485Fi,MEC10,2019/2020,Lleida,Australia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,rerum,Universidad de Barcelona,UDB02,T06,assumenda,RFW49520
13911,IS57,PLAN180hL,MEC70,2023/2024,Burgos,Guinea Bissau,si,Pontevedra,Humanidades,Femenino,Historia,vero,Universidad de Madrid,UDM01,T71,incidunt,HwC28719
13912,IS58,PLAN180hL,MEC95,2017/2018,Burgos,Guinea Bissau,no,Pontevedra,Humanidades,Femenino,Historia,vero,Universidad de Madrid,UDM01,T71,incidunt,HwC28719
13913,IS84,PLAN367gw,MEC77,2022/2023,Vizcaya,Letonia,si,Salamanca,Ciencias de la Salud,Masculino,Medicina,ullam,Universidad de La Laguna,ULL03,T93,fugit,SMC53474
13914,IS58,PLAN367gw,MEC62,2019/2020,Vizcaya,Letonia,no,Salamanca,Ciencias de la Salud,Masculino,Medicina,ullam,Universidad de La Laguna,ULL03,T93,fugit,SMC53474
13915,IS87,PLAN367gw,MEC36,2023/2024,Vizcaya,Letonia,no,Salamanca,Ciencias de la Salud,Masculino,Medicina,ullam,Universidad de La Laguna,ULL03,T93,fugit,SMC53474
13916,IS84,PLAN367gw,MEC19,2021/2022,Vizcaya,Letonia,no,Salamanca,Ciencias de la Salud,Masculino,Medicina,ullam,Universidad de La Laguna,ULL03,T93,fugit,SMC53474
13917,IS31,PLAN180hL,MEC00,2017/2018,Murcia,Serbia,si,Guipúzcoa,Humanidades,Femenino,Historia,culpa,Universidad de Madrid,UDM01,T24,quibusdam,UYO95565
13918,IS09,PLAN180hL,MEC53,2020/2021,Murcia,Serbia,no,Guipúzcoa,Humanidades,Femenino,Historia,culpa,Universidad de Madrid,UDM01,T24,quibusdam,UYO95565
13919,IS57,PLAN180hL,MEC58,2022/2023,Murcia,Serbia,no,Guipúzcoa,Humanidades,Femenino,Historia,culpa,Universidad de Madrid,UDM01,T24,quibusdam,UYO95565
13920,IS14,PLAN180hL,MEC55,2021/2022,Murcia,Serbia,no,Guipúzcoa,Humanidades,Femenino,Historia,culpa,Universidad de Madrid,UDM01,T24,quibusdam,UYO95565
13921,IS37,PLAN180hL,MEC94,2023/2024,Murcia,Serbia,no,Guipúzcoa,Humanidades,Femenino,Historia,culpa,Universidad de Madrid,UDM01,T24,quibusdam,UYO95565
13922,IS00,PLAN983cq,MEC62,2018/2019,Albacete,Saint Kitts y Nevis,si,Cádiz,Ingeniería y Tecnología,Masculino,Ingeniería Informática,temporibus,Universidad de Madrid,UDM01,T13,nulla,WOH35609
13923,IS25,PLAN983cq,MEC02,2019/2020,Albacete,Saint Kitts y Nevis,no,Cádiz,Ingeniería y Tecnología,Masculino,Ingeniería Informática,temporibus,Universidad de Madrid,UDM01,T13,nulla,WOH35609
13924,IS38,PLAN983cq,MEC66,2022/2023,Albacete,Saint Kitts y Nevis,no,Cádiz,Ingeniería y Tecnología,Masculino,Ingeniería Informática,temporibus,Universidad de Madrid,UDM01,T13,nulla,WOH35609
13925,IS66,PLAN983cq,MEC14,2020/2021,Soria,Micronesia,si,Castellón,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Barcelona,UDB02,T37,veniam,hRf87989
13926,IS12,PLAN983cq,MEC57,2018/2019,Soria,Micronesia,no,Castellón,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Barcelona,UDB02,T37,veniam,hRf87989
13927,IS01,PLAN983cq,MEC27,2021/2022,Soria,Micronesia,no,Castellón,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Barcelona,UDB02,T37,veniam,hRf87989
13928,IS72,PLAN367gw,MEC21,2021/2022,Córdoba,Lituania,si,Melilla,Ciencias de la Salud,Femenino,Medicina,dolorem,Universidad de La Laguna,ULL03,T88,et,les72033
13929,IS09,PLAN367gw,MEC50,2017/2018,Córdoba,Lituania,no,Melilla,Ciencias de la Salud,Femenino,Medicina,dolorem,Universidad de La Laguna,ULL03,T88,et,les72033
13930,IS70,PLAN367gw,MEC84,2022/2023,Córdoba,Lituania,no,Melilla,Ciencias de la Salud,Femenino,Medicina,dolorem,Universidad de La Laguna,ULL03,T88,et,les72033
13931,IS95,PLAN367gw,MEC88,2018/2019,Córdoba,Lituania,no,Melilla,Ciencias de la Salud,Femenino,Medicina,dolorem,Universidad de La Laguna,ULL03,T88,et,les72033
13932,IS35,PLAN983cq,MEC10,2020/2021,Tarragona,Letonia,si,Soria,Ingeniería y Tecnología,Femenino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T47,vitae,NWm02638
13933,IS03,PLAN983cq,MEC90,2021/2022,Tarragona,Letonia,no,Soria,Ingeniería y Tecnología,Femenino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T47,vitae,NWm02638
13934,IS30,PLAN983cq,MEC00,2022/2023,Tarragona,Letonia,no,Soria,Ingeniería y Tecnología,Femenino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T47,vitae,NWm02638
13935,IS50,PLAN983cq,MEC26,2023/2024,Tarragona,Letonia,no,Soria,Ingeniería y Tecnología,Femenino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T47,vitae,NWm02638
13936,IS96,PLAN983cq,MEC05,2019/2020,Tarragona,Letonia,no,Soria,Ingeniería y Tecnología,Femenino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T47,vitae,NWm02638
13937,IS28,PLAN367gw,MEC98,2018/2019,La Rioja,Bahamas,si,Burgos,Ciencias de la Salud,Masculino,Medicina,maxime,Universidad de La Laguna,ULL03,T06,voluptatem,EuP30909
13938,IS23,PLAN367gw,MEC77,2021/2022,La Rioja,Bahamas,no,Burgos,Ciencias de la Salud,Masculino,Medicina,maxime,Universidad de La Laguna,ULL03,T06,voluptatem,EuP30909
13939,IS67,PLAN367gw,MEC56,2018/2019,Zaragoza,Islas Marshall,si,Salamanca,Ciencias de la Salud,Masculino,Medicina,eius,Universidad de Madrid,UDM01,T94,eum,bZR53727
13940,IS82,PLAN367gw,MEC62,2019/2020,Zaragoza,Islas Marshall,no,Salamanca,Ciencias de la Salud,Masculino,Medicina,eius,Universidad de Madrid,UDM01,T94,eum,bZR53727
13941,IS81,PLAN485Fi,MEC20,2023/2024,Cádiz,República Checa,si,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nesciunt,Universidad de La Laguna,ULL03,T13,ullam,wzX72211
13942,IS39,PLAN485Fi,MEC16,2017/2018,Cádiz,República Checa,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nesciunt,Universidad de La Laguna,ULL03,T13,ullam,wzX72211
13943,IS55,PLAN485Fi,MEC04,2020/2021,Cádiz,República Checa,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nesciunt,Universidad de La Laguna,ULL03,T13,ullam,wzX72211
13944,IS05,PLAN485Fi,MEC14,2019/2020,Zaragoza,Venezuela,si,Albacete,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolor,Universidad de Madrid,UDM01,T96,ducimus,JjG96712
13945,IS47,PLAN485Fi,MEC53,2017/2018,Zaragoza,Venezuela,no,Albacete,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolor,Universidad de Madrid,UDM01,T96,ducimus,JjG96712
13946,IS36,PLAN485Fi,MEC67,2022/2023,Zaragoza,Venezuela,no,Albacete,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolor,Universidad de Madrid,UDM01,T96,ducimus,JjG96712
13947,IS16,PLAN983cq,MEC52,2022/2023,Palencia,El Salvador,si,Ciudad,Ingeniería y Tecnología,Femenino,Ingeniería Informática,labore,Universidad de La Laguna,ULL03,T83,ad,DuT64939
13948,IS17,PLAN983cq,MEC99,2023/2024,Melilla,Bolivia,si,Almería,Ingeniería y Tecnología,Masculino,Ingeniería Informática,est,Universidad de La Laguna,ULL03,T19,aspernatur,sGF27098
13949,IS84,PLAN367gw,MEC56,2022/2023,Las Palmas,Swazilandia,si,Murcia,Ciencias de la Salud,Masculino,Medicina,facilis,Universidad de Madrid,UDM01,T97,perspiciatis,tdn03071
13950,IS25,PLAN983cq,MEC30,2023/2024,Alicante,Japón,si,Zaragoza,Ingeniería y Tecnología,Femenino,Ingeniería Informática,corporis,Universidad de Barcelona,UDB02,T42,suscipit,Qig54510
13951,IS21,PLAN367gw,MEC73,2021/2022,Valencia,Liechtenstein,si,Valladolid,Ciencias de la Salud,Masculino,Medicina,asperiores,Universidad de Barcelona,UDB02,T80,doloribus,bPC55529
13952,IS42,PLAN367gw,MEC35,2019/2020,Valencia,Liechtenstein,no,Valladolid,Ciencias de la Salud,Masculino,Medicina,asperiores,Universidad de Barcelona,UDB02,T80,doloribus,bPC55529
13953,IS60,PLAN367gw,MEC54,2022/2023,Valencia,Liechtenstein,no,Valladolid,Ciencias de la Salud,Masculino,Medicina,asperiores,Universidad de Barcelona,UDB02,T80,doloribus,bPC55529
13954,IS34,PLAN367gw,MEC49,2020/2021,Valencia,Liechtenstein,no,Valladolid,Ciencias de la Salud,Masculino,Medicina,asperiores,Universidad de Barcelona,UDB02,T80,doloribus,bPC55529
13955,IS44,PLAN180hL,MEC70,2017/2018,Murcia,Kiribati,si,Huelva,Humanidades,Femenino,Historia,sapiente,Universidad de Madrid,UDM01,T94,totam,PfO96579
13956,IS98,PLAN180hL,MEC31,2021/2022,Cáceres,Turkmenistán,si,Lugo,Humanidades,Femenino,Historia,molestiae,Universidad de La Laguna,ULL03,T38,reiciendis,dOx72088
13957,IS37,PLAN180hL,MEC76,2019/2020,Cáceres,Turkmenistán,no,Lugo,Humanidades,Femenino,Historia,molestiae,Universidad de La Laguna,ULL03,T38,reiciendis,dOx72088
13958,IS46,PLAN180hL,MEC73,2018/2019,Cáceres,Turkmenistán,no,Lugo,Humanidades,Femenino,Historia,molestiae,Universidad de La Laguna,ULL03,T38,reiciendis,dOx72088
13959,IS08,PLAN180hL,MEC63,2022/2023,Cáceres,Turkmenistán,no,Lugo,Humanidades,Femenino,Historia,molestiae,Universidad de La Laguna,ULL03,T38,reiciendis,dOx72088
13960,IS27,PLAN485Fi,MEC24,2023/2024,Guipúzcoa,Georgia,si,Huelva,Ciencias Sociales y Jurídicas,Masculino,Derecho,quas,Universidad de Barcelona,UDB02,T20,sed,BOV51560
13961,IS33,PLAN485Fi,MEC18,2021/2022,Guipúzcoa,Georgia,no,Huelva,Ciencias Sociales y Jurídicas,Masculino,Derecho,quas,Universidad de Barcelona,UDB02,T20,sed,BOV51560
13962,IS51,PLAN485Fi,MEC27,2019/2020,Guipúzcoa,Georgia,no,Huelva,Ciencias Sociales y Jurídicas,Masculino,Derecho,quas,Universidad de Barcelona,UDB02,T20,sed,BOV51560
13963,IS11,PLAN485Fi,MEC04,2020/2021,Guipúzcoa,Georgia,no,Huelva,Ciencias Sociales y Jurídicas,Masculino,Derecho,quas,Universidad de Barcelona,UDB02,T20,sed,BOV51560
13964,IS45,PLAN983cq,MEC49,2021/2022,Guipúzcoa,Eslovaquia,si,Huelva,Ingeniería y Tecnología,Masculino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T98,molestias,hIM10888
13965,IS16,PLAN983cq,MEC36,2019/2020,Guipúzcoa,Eslovaquia,no,Huelva,Ingeniería y Tecnología,Masculino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T98,molestias,hIM10888
13966,IS21,PLAN983cq,MEC99,2020/2021,Guipúzcoa,Eslovaquia,no,Huelva,Ingeniería y Tecnología,Masculino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T98,molestias,hIM10888
13967,IS53,PLAN983cq,MEC90,2017/2018,Guipúzcoa,Eslovaquia,no,Huelva,Ingeniería y Tecnología,Masculino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T98,molestias,hIM10888
13968,IS95,PLAN367gw,MEC72,2019/2020,Guadalajara,Italia,si,Barcelona,Ciencias de la Salud,Masculino,Medicina,quos,Universidad de La Laguna,ULL03,T07,explicabo,ILz66771
13969,IS62,PLAN367gw,MEC64,2022/2023,Guadalajara,Italia,no,Barcelona,Ciencias de la Salud,Masculino,Medicina,quos,Universidad de La Laguna,ULL03,T07,explicabo,ILz66771
13970,IS77,PLAN367gw,MEC72,2017/2018,Guadalajara,Italia,no,Barcelona,Ciencias de la Salud,Masculino,Medicina,quos,Universidad de La Laguna,ULL03,T07,explicabo,ILz66771
13971,IS76,PLAN367gw,MEC98,2018/2019,Guadalajara,Italia,no,Barcelona,Ciencias de la Salud,Masculino,Medicina,quos,Universidad de La Laguna,ULL03,T07,explicabo,ILz66771
13972,IS66,PLAN485Fi,MEC35,2022/2023,Lugo,Liberia,si,Granada,Ciencias Sociales y Jurídicas,Femenino,Derecho,non,Universidad de La Laguna,ULL03,T14,repudiandae,vRJ97990
13973,IS37,PLAN367gw,MEC02,2017/2018,Ceuta,República Árabe Siria,si,Burgos,Ciencias de la Salud,Masculino,Medicina,aliquid,Universidad de Barcelona,UDB02,T02,omnis,LYb54352
13974,IS16,PLAN367gw,MEC67,2023/2024,Ceuta,República Árabe Siria,no,Burgos,Ciencias de la Salud,Masculino,Medicina,aliquid,Universidad de Barcelona,UDB02,T02,omnis,LYb54352
13975,IS94,PLAN485Fi,MEC55,2017/2018,Albacete,Burundi,si,Guadalajara,Ciencias Sociales y Jurídicas,Masculino,Derecho,a,Universidad de Barcelona,UDB02,T76,ea,LEV97653
13976,IS73,PLAN485Fi,MEC89,2019/2020,Albacete,Burundi,no,Guadalajara,Ciencias Sociales y Jurídicas,Masculino,Derecho,a,Universidad de Barcelona,UDB02,T76,ea,LEV97653
13977,IS00,PLAN485Fi,MEC23,2018/2019,Zaragoza,Croacia,si,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,magni,Universidad de Madrid,UDM01,T12,ducimus,SzO46615
13978,IS69,PLAN485Fi,MEC06,2017/2018,Zaragoza,Croacia,no,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,magni,Universidad de Madrid,UDM01,T12,ducimus,SzO46615
13979,IS66,PLAN485Fi,MEC41,2019/2020,Zaragoza,Croacia,no,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,magni,Universidad de Madrid,UDM01,T12,ducimus,SzO46615
13980,IS76,PLAN485Fi,MEC47,2021/2022,Zaragoza,Croacia,no,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,magni,Universidad de Madrid,UDM01,T12,ducimus,SzO46615
13981,IS91,PLAN485Fi,MEC65,2023/2024,Zaragoza,Croacia,no,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,magni,Universidad de Madrid,UDM01,T12,ducimus,SzO46615
13982,IS99,PLAN180hL,MEC32,2018/2019,Huesca,Jordania,si,Barcelona,Humanidades,Masculino,Historia,esse,Universidad de Madrid,UDM01,T82,ex,kCR02677
13983,IS18,PLAN180hL,MEC80,2022/2023,Huesca,Jordania,no,Barcelona,Humanidades,Masculino,Historia,esse,Universidad de Madrid,UDM01,T82,ex,kCR02677
13984,IS05,PLAN180hL,MEC21,2023/2024,Huesca,Jordania,no,Barcelona,Humanidades,Masculino,Historia,esse,Universidad de Madrid,UDM01,T82,ex,kCR02677
13985,IS14,PLAN485Fi,MEC47,2023/2024,Alicante,Etiopía,si,Ourense,Ciencias Sociales y Jurídicas,Femenino,Derecho,illo,Universidad de La Laguna,ULL03,T84,explicabo,NUH61369
13986,IS77,PLAN485Fi,MEC48,2022/2023,Alicante,Etiopía,no,Ourense,Ciencias Sociales y Jurídicas,Femenino,Derecho,illo,Universidad de La Laguna,ULL03,T84,explicabo,NUH61369
13987,IS93,PLAN367gw,MEC81,2017/2018,Cuenca,Ghana,si,Vizcaya,Ciencias de la Salud,Femenino,Medicina,delectus,Universidad de Barcelona,UDB02,T80,dignissimos,uew17078
13988,IS83,PLAN983cq,MEC55,2018/2019,Huelva,Brasil,si,Teruel,Ingeniería y Tecnología,Masculino,Ingeniería Informática,omnis,Universidad de La Laguna,ULL03,T69,magni,vxJ22647
13989,IS50,PLAN180hL,MEC95,2022/2023,Ourense,Túnez,si,Huelva,Humanidades,Masculino,Historia,natus,Universidad de Madrid,UDM01,T05,ut,auc41538
13990,IS76,PLAN180hL,MEC48,2020/2021,Ourense,Túnez,no,Huelva,Humanidades,Masculino,Historia,natus,Universidad de Madrid,UDM01,T05,ut,auc41538
13991,IS35,PLAN180hL,MEC36,2023/2024,Ourense,Túnez,no,Huelva,Humanidades,Masculino,Historia,natus,Universidad de Madrid,UDM01,T05,ut,auc41538
13992,IS96,PLAN180hL,MEC13,2019/2020,Ourense,Túnez,no,Huelva,Humanidades,Masculino,Historia,natus,Universidad de Madrid,UDM01,T05,ut,auc41538
13993,IS48,PLAN180hL,MEC20,2017/2018,Ourense,Túnez,no,Huelva,Humanidades,Masculino,Historia,natus,Universidad de Madrid,UDM01,T05,ut,auc41538
13994,IS37,PLAN367gw,MEC54,2022/2023,Salamanca,Guinea Ecuatorial,si,Girona,Ciencias de la Salud,Femenino,Medicina,illo,Universidad de Barcelona,UDB02,T97,facere,PgT16973
13995,IS27,PLAN367gw,MEC62,2019/2020,Salamanca,Guinea Ecuatorial,no,Girona,Ciencias de la Salud,Femenino,Medicina,illo,Universidad de Barcelona,UDB02,T97,facere,PgT16973
13996,IS81,PLAN367gw,MEC69,2017/2018,Salamanca,Guinea Ecuatorial,no,Girona,Ciencias de la Salud,Femenino,Medicina,illo,Universidad de Barcelona,UDB02,T97,facere,PgT16973
13997,IS66,PLAN367gw,MEC13,2018/2019,Salamanca,Guinea Ecuatorial,no,Girona,Ciencias de la Salud,Femenino,Medicina,illo,Universidad de Barcelona,UDB02,T97,facere,PgT16973
13998,IS36,PLAN367gw,MEC98,2020/2021,Salamanca,Guinea Ecuatorial,no,Girona,Ciencias de la Salud,Femenino,Medicina,illo,Universidad de Barcelona,UDB02,T97,facere,PgT16973
13999,IS99,PLAN367gw,MEC28,2018/2019,Teruel,Colombia,si,Cáceres,Ciencias de la Salud,Femenino,Medicina,laboriosam,Universidad de La Laguna,ULL03,T96,sit,tYD71770
14000,IS68,PLAN367gw,MEC00,2022/2023,Teruel,Colombia,no,Cáceres,Ciencias de la Salud,Femenino,Medicina,laboriosam,Universidad de La Laguna,ULL03,T96,sit,tYD71770
14001,IS97,PLAN983cq,MEC44,2021/2022,Teruel,Barbados,si,Cantabria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,unde,Universidad de Madrid,UDM01,T72,quibusdam,NkY96196
14002,IS70,PLAN983cq,MEC71,2022/2023,Teruel,Barbados,no,Cantabria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,unde,Universidad de Madrid,UDM01,T72,quibusdam,NkY96196
14003,IS15,PLAN485Fi,MEC23,2023/2024,Zaragoza,Zambia,si,Vizcaya,Ciencias Sociales y Jurídicas,Masculino,Derecho,aperiam,Universidad de Madrid,UDM01,T15,inventore,lij18996
14004,IS28,PLAN485Fi,MEC07,2020/2021,Zaragoza,Zambia,no,Vizcaya,Ciencias Sociales y Jurídicas,Masculino,Derecho,aperiam,Universidad de Madrid,UDM01,T15,inventore,lij18996
14005,IS53,PLAN485Fi,MEC61,2017/2018,Zaragoza,Zambia,no,Vizcaya,Ciencias Sociales y Jurídicas,Masculino,Derecho,aperiam,Universidad de Madrid,UDM01,T15,inventore,lij18996
14006,IS51,PLAN180hL,MEC71,2023/2024,Cádiz,Jordania,si,Salamanca,Humanidades,Masculino,Historia,illum,Universidad de Madrid,UDM01,T50,dignissimos,OPR76704
14007,IS37,PLAN180hL,MEC81,2019/2020,Cádiz,Jordania,no,Salamanca,Humanidades,Masculino,Historia,illum,Universidad de Madrid,UDM01,T50,dignissimos,OPR76704
14008,IS78,PLAN180hL,MEC78,2018/2019,Cádiz,Jordania,no,Salamanca,Humanidades,Masculino,Historia,illum,Universidad de Madrid,UDM01,T50,dignissimos,OPR76704
14009,IS43,PLAN983cq,MEC23,2017/2018,Almería,Bosnia y Herzegovina,si,Almería,Ingeniería y Tecnología,Femenino,Ingeniería Informática,facilis,Universidad de La Laguna,ULL03,T09,fuga,maL08808
14010,IS30,PLAN983cq,MEC80,2023/2024,Almería,Bosnia y Herzegovina,no,Almería,Ingeniería y Tecnología,Femenino,Ingeniería Informática,facilis,Universidad de La Laguna,ULL03,T09,fuga,maL08808
14011,IS09,PLAN180hL,MEC86,2018/2019,Asturias,Japón,si,La Rioja,Humanidades,Masculino,Historia,eos,Universidad de Barcelona,UDB02,T01,eius,sAQ71132
